acnotype,acno,acnoname,acnobnkcd,acnobnknm,cnprtacnotype,cnprtacno,cnprtname,cnprtbnkcd,cnprtbnknm,tranymd,tranprcssyms,rapdstcd,prdctctrcnth,transerno,ecaltrancncdcd,chnldstcd,chnidtalsbzwkdstcd,tranamt,cshtrferdstcd,hndinbnkcd,hndinbrncd,tranafbal,acncustidnfr,acncustmgtno,ntrcsumrydstcd,sumry,cardno,tranuno
01,110222333444,윤서준,081,하나은행,01,110666555444,노태양,081,하나은행,20250113,20250113113826407445,2,1,101327,0,01,01,483214,0,081,6789,7395542,C000000008,00008,001,교통비,,U947013
01,110666555444,노태양,081,하나은행,01,110222333444,윤서준,081,하나은행,20250113,20250113113826407445,1,1,101328,0,01,01,483214,0,081,5678,10728506,C000000018,00018,002,교통비,,U423149
01,110555444333,서준호,081,하나은행,01,110111222333,정수민,004,국민은행,20250402,20250402130430532511,2,1,101329,0,04,01,98581,0,081,5678,394208,C000000013,00013,001,생활비지원,,U618159
01,110111222333,정수민,004,국민은행,01,110555444333,서준호,081,하나은행,20250402,20250402130430532511,1,1,101330,0,04,01,98581,0,004,1234,15019183,C000000005,00005,002,생활비지원,,U730548
01,110444333222,장민석,020,우리은행,02,ATM6339818000,ATM명동점,020,우리은행,20250819,20250819114252777360,2,1,101331,0,03,02,84827,1,020,7890,9488215,C000000016,00016,001,공과금,8871379606203444,U825920
01,110222111000,안유진,011,농협은행,02,ATM3577062775,ATM명동점,011,농협은행,20251216,20251216141901500835,2,1,101332,0,03,02,250581,1,011,8901,11624103,C000000014,00014,001,컨설팅비,4082642961050504,U212759
01,110333444555,임도현,020,우리은행,01,110333222111,문지훈,004,국민은행,20250909,20250909131959363082,2,1,101333,0,01,01,466985,0,020,6789,1026669,C000000011,00011,001,투자금,,U286389
01,110333222111,문지훈,004,국민은행,01,110333444555,임도현,020,우리은행,20250909,20250909131959363082,1,1,101334,0,01,01,466985,0,004,1234,2287935,C000000020,00020,002,투자금,,U394230
01,110444333222,장민석,020,우리은행,01,110333222111,문지훈,004,국민은행,20251031,20251031153333666209,2,1,101335,0,02,01,457315,0,020,6789,9030900,C000000016,00016,001,보험료,,U604214
01,110333222111,문지훈,004,국민은행,01,110444333222,장민석,020,우리은행,20251031,20251031153333666209,1,1,101336,0,02,01,457315,0,004,4567,2745250,C000000020,00020,002,보험료,,U967089
01,110987654321,박영희,004,국민은행,01,110111222333,정수민,004,국민은행,20251218,20251218161520116502,2,1,101337,0,04,01,4621672,0,004,3456,11855816,C000000002,00002,001,생활비,,U869317
01,110111222333,정수민,004,국민은행,01,110987654321,박영희,004,국민은행,20251218,20251218161520116502,1,1,101338,0,04,01,4621672,0,004,1234,19640855,C000000005,00005,002,생활비,,U917271
01,110888999000,최지훈,088,신한은행,01,110999888777,배수지,011,농협은행,20250108,20250108153602871586,2,1,101339,0,04,01,1950349,0,088,9012,4610692,C000000004,00004,001,공과금,,U543705
01,110999888777,배수지,011,농협은행,01,110888999000,최지훈,088,신한은행,20250108,20250108153602871586,1,1,101340,0,04,01,1950349,0,011,7890,14906414,C000000019,00019,002,공과금,,U745617
01,110666555444,노태양,081,하나은행,01,110333444555,임도현,020,우리은행,20251201,20251201151940576326,2,1,101341,0,04,01,98773,0,081,6789,10629733,C000000018,00018,001,카드대금,,U707865
01,110333444555,임도현,020,우리은행,01,110666555444,노태양,081,하나은행,20251201,20251201151940576326,1,1,101342,0,04,01,98773,0,020,7890,1125442,C000000011,00011,002,카드대금,,U907568
01,110333444555,임도현,020,우리은행,01,110555666777,이민수,020,우리은행,20251118,20251118091826743258,2,1,101343,0,02,01,381703,0,020,7890,743739,C000000011,00011,001,급여이체,,U412561
01,110555666777,이민수,020,우리은행,01,110333444555,임도현,020,우리은행,20251118,20251118091826743258,1,1,101344,0,02,01,381703,0,020,6789,3487715,C000000003,00003,002,급여이체,,U614749
01,110888999000,최지훈,088,신한은행,01,110555444333,서준호,081,하나은행,20250424,20250424152816212755,2,1,101345,0,02,01,4552341,0,088,1234,2916240,C000000004,00004,001,프로젝트비용,,U905044
01,110555444333,서준호,081,하나은행,01,110888999000,최지훈,088,신한은행,20250424,20250424152816212755,1,1,101346,0,02,01,4552341,0,081,4567,4946549,C000000013,00013,002,프로젝트비용,,U868326
01,110888777666,오채원,088,신한은행,01,110777666555,홍시우,004,국민은행,20250627,20250627173302593009,2,1,101347,0,02,01,59360,0,088,0123,332551,C000000012,00012,001,임대료,,U734099
01,110777666555,홍시우,004,국민은행,01,110888777666,오채원,088,신한은행,20250627,20250627173302593009,1,1,101348,0,02,01,59360,0,004,4567,2537806,C000000015,00015,002,임대료,,U638138
01,110111000999,권나연,088,신한은행,01,110222333444,윤서준,081,하나은행,20250906,20250906135628887661,2,1,101349,0,01,01,115974,0,088,9012,3265150,C000000017,00017,001,대출상환,,U182638
01,110222333444,윤서준,081,하나은행,01,110111000999,권나연,088,신한은행,20250906,20250906135628887661,1,1,101350,0,01,01,115974,0,081,4567,7511516,C000000008,00008,002,대출상환,,U694892
01,110234567890,김철수,004,국민은행,01,110333444555,임도현,020,우리은행,20250720,20250720162135364590,2,1,101351,0,04,01,90320,0,004,2345,534817,C000000001,00001,001,부동산거래,,U106062
01,110333444555,임도현,020,우리은행,01,110234567890,김철수,004,국민은행,20250720,20250720162135364590,1,1,101352,0,04,01,90320,0,020,5678,834059,C000000011,00011,002,부동산거래,,U790945
01,110888999000,최지훈,088,신한은행,02,ATM2608251875,ATM종로점,088,신한은행,20250825,20250825124325719770,2,1,101353,0,03,02,109880,1,088,0123,2806360,C000000004,00004,001,임대료,5507315567066112,U342326
01,110111000999,권나연,088,신한은행,01,110666777888,한지우,011,농협은행,20250915,20250915154826447495,2,1,101354,0,02,01,231976,0,088,0123,3033174,C000000017,00017,001,대출상환,,U923322
01,110666777888,한지우,011,농협은행,01,110111000999,권나연,088,신한은행,20250915,20250915154826447495,1,1,101355,0,02,01,231976,0,011,0123,795150,C000000009,00009,002,대출상환,,U317740
01,110444555666,강민지,020,우리은행,01,110222333444,윤서준,081,하나은행,20250426,20250426145749441494,2,1,101356,0,02,01,95508,0,020,8901,4082960,C000000006,00006,001,급여이체,,U582333
01,110222333444,윤서준,081,하나은행,01,110444555666,강민지,020,우리은행,20250426,20250426145749441494,1,1,101357,0,02,01,95508,0,081,5678,7607024,C000000008,00008,002,급여이체,,U618079
01,110555444333,서준호,081,하나은행,01,110234567890,김철수,004,국민은행,20250929,20250929152152404677,2,1,101358,0,02,01,451605,0,081,3456,4494944,C000000013,00013,001,카드대금,,U880206
01,110234567890,김철수,004,국민은행,01,110555444333,서준호,081,하나은행,20250929,20250929152152404677,1,1,101359,0,02,01,451605,0,004,3456,986422,C000000001,00001,002,카드대금,,U304902
01,110888999000,최지훈,088,신한은행,01,110666777888,한지우,011,농협은행,20250218,20250218114109845264,2,1,101360,0,02,01,195813,0,088,1234,2610547,C000000004,00004,001,공과금,,U523835
01,110666777888,한지우,011,농협은행,01,110888999000,최지훈,088,신한은행,20250218,20250218114109845264,1,1,101361,0,02,01,195813,0,011,0123,990963,C000000009,00009,002,공과금,,U798544
01,110777888999,조은비,088,신한은행,01,110777666555,홍시우,004,국민은행,20250129,20250129175511266759,2,1,101362,0,04,01,3335484,0,088,2345,12783019,C000000007,00007,001,프로젝트비용,,U293029
01,110777666555,홍시우,004,국민은행,01,110777888999,조은비,088,신한은행,20250129,20250129175511266759,1,1,101363,0,04,01,3335484,0,004,4567,5873290,C000000015,00015,002,프로젝트비용,,U496108
01,110987654321,박영희,004,국민은행,01,110888999000,최지훈,088,신한은행,20250924,20250924132254264885,2,1,101364,0,02,01,2496802,0,004,3456,9359014,C000000002,00002,001,급여이체,,U130746
01,110888999000,최지훈,088,신한은행,01,110987654321,박영희,004,국민은행,20250924,20250924132254264885,1,1,101365,0,02,01,2496802,0,088,0123,5107349,C000000004,00004,002,급여이체,,U113753
01,110888999000,최지훈,088,신한은행,01,110777888999,조은비,088,신한은행,20250813,20250813134612570254,2,1,101366,0,01,01,4914040,0,088,1234,193309,C000000004,00004,001,서비스비용,,U314246
01,110777888999,조은비,088,신한은행,01,110888999000,최지훈,088,신한은행,20250813,20250813134612570254,1,1,101367,0,01,01,4914040,0,088,2345,17697059,C000000007,00007,002,서비스비용,,U986308
01,110555666777,이민수,020,우리은행,02,ATM7598221492,ATM명동점,020,우리은행,20250514,20250514132206388574,2,1,101368,0,03,02,57444,1,020,8901,3430271,C000000003,00003,001,보험료,1215441010969031,U136976
01,110888777666,오채원,088,신한은행,01,110666555444,노태양,081,하나은행,20251225,20251225160116596587,2,1,101369,0,02,01,1711136,0,088,9012,1220678,C000000012,00012,001,프로젝트비용,,U135109
01,110666555444,노태양,081,하나은행,01,110888777666,오채원,088,신한은행,20251225,20251225160116596587,1,1,101370,0,02,01,1711136,0,081,6789,12340869,C000000018,00018,002,프로젝트비용,,U893667
01,110999000111,송하은,004,국민은행,01,110987654321,박영희,004,국민은행,20250218,20250218125337108366,2,1,101371,0,01,01,2620799,0,004,4567,4077190,C000000010,00010,001,급여이체,,U330856
01,110987654321,박영희,004,국민은행,01,110999000111,송하은,004,국민은행,20250218,20250218125337108366,1,1,101372,0,01,01,2620799,0,004,3456,11979813,C000000002,00002,002,급여이체,,U410580
01,110666555444,노태양,081,하나은행,02,ATM9007461520,ATM명동점,081,하나은행,20250719,20250719104048227326,2,1,101373,0,03,02,64110,1,081,5678,12276759,C000000018,00018,001,프로젝트비용,4251452665958072,U790742
01,110555444333,서준호,081,하나은행,01,110888999000,최지훈,088,신한은행,20250715,20250715155142133686,2,1,101374,0,02,01,26568,0,081,4567,4468376,C000000013,00013,001,공과금,,U416160
01,110888999000,최지훈,088,신한은행,01,110555444333,서준호,081,하나은행,20250715,20250715155142133686,1,1,101375,0,02,01,26568,0,088,0123,219877,C000000004,00004,002,공과금,,U471163
01,110111000999,권나연,088,신한은행,01,110888999000,최지훈,088,신한은행,20251012,20251012094133121403,2,1,101376,0,02,01,787152,0,088,0123,2246022,C000000017,00017,001,급여이체,,U647570
01,110888999000,최지훈,088,신한은행,01,110111000999,권나연,088,신한은행,20251012,20251012094133121403,1,1,101377,0,02,01,787152,0,088,9012,1007029,C000000004,00004,002,급여이체,,U897825
01,110111222333,정수민,004,국민은행,01,110888777666,오채원,088,신한은행,20250405,20250405122126546125,2,1,101378,0,01,01,3502683,0,004,1234,16138172,C000000005,00005,001,통신비,,U997536
01,110888777666,오채원,088,신한은행,01,110111222333,정수민,004,국민은행,20250405,20250405122126546125,1,1,101379,0,01,01,3502683,0,088,2345,4723361,C000000012,00012,002,통신비,,U321291
01,110234567890,김철수,004,국민은행,02,ATM2707472644,ATM종로점,004,국민은행,20250529,20250529095813728266,2,1,101380,0,03,02,3721906,1,004,2345,-1564897,C000000001,00001,001,의료비,9006552980766696,U430120
01,110777666555,홍시우,004,국민은행,01,110555444333,서준호,081,하나은행,20251111,20251111173655010171,2,1,101381,0,02,01,2532098,0,004,3456,3341192,C000000015,00015,001,의료비,,U345711
01,110555444333,서준호,081,하나은행,01,110777666555,홍시우,004,국민은행,20251111,20251111173655010171,1,1,101382,0,02,01,2532098,0,081,5678,7000474,C000000013,00013,002,의료비,,U113723
01,110999000111,송하은,004,국민은행,01,110888999000,최지훈,088,신한은행,20250806,20250806144355653392,2,1,101383,0,04,01,4957199,0,004,3456,1421397,C000000010,00010,001,상환금,,U653239
01,110888999000,최지훈,088,신한은행,01,110999000111,송하은,004,국민은행,20250806,20250806144355653392,1,1,101384,0,04,01,4957199,0,088,2345,5964228,C000000004,00004,002,상환금,,U742123
01,110999888777,배수지,011,농협은행,01,110444333222,장민석,020,우리은행,20251128,20251128125904957383,2,1,101385,0,01,01,220304,0,011,7890,14686110,C000000019,00019,001,물품대금,,U571406
01,110444333222,장민석,020,우리은행,01,110999888777,배수지,011,농협은행,20251128,20251128125904957383,1,1,101386,0,01,01,220304,0,020,8901,9251204,C000000016,00016,002,물품대금,,U410541
01,110777666555,홍시우,004,국민은행,01,110555666777,이민수,020,우리은행,20250616,20250616165848843901,2,1,101387,0,02,01,499456,0,004,3456,2841736,C000000015,00015,001,보험료,,U795508
01,110555666777,이민수,020,우리은행,01,110777666555,홍시우,004,국민은행,20250616,20250616165848843901,1,1,101388,0,02,01,499456,0,020,7890,3929727,C000000003,00003,002,보험료,,U812039
01,110222111000,안유진,011,농협은행,01,110888777666,오채원,088,신한은행,20251224,20251224164323553292,2,1,101389,0,01,01,419884,0,011,0123,11204219,C000000014,00014,001,공과금,,U406769
01,110888777666,오채원,088,신한은행,01,110222111000,안유진,011,농협은행,20251224,20251224164323553292,1,1,101390,0,01,01,419884,0,088,1234,5143245,C000000012,00012,002,공과금,,U390576
01,110333222111,문지훈,004,국민은행,01,110999888777,배수지,011,농협은행,20251127,20251127132745633253,2,1,101391,0,04,01,4328082,0,004,3456,-269939,C000000020,00020,001,컨설팅비,,U752872
01,110999888777,배수지,011,농협은행,01,110333222111,문지훈,004,국민은행,20251127,20251127132745633253,1,1,101392,0,04,01,4328082,0,011,0123,19014192,C000000019,00019,002,컨설팅비,,U624336
01,110888777666,오채원,088,신한은행,01,110888999000,최지훈,088,신한은행,20250415,20250415125015264850,2,1,101393,0,02,01,4123878,0,088,0123,1019367,C000000012,00012,001,프로젝트비용,,U887232
01,110888999000,최지훈,088,신한은행,01,110888777666,오채원,088,신한은행,20250415,20250415125015264850,1,1,101394,0,02,01,4123878,0,088,0123,10088106,C000000004,00004,002,프로젝트비용,,U395868
01,110666555444,노태양,081,하나은행,01,110888999000,최지훈,088,신한은행,20250704,20250704103322001866,2,1,101395,0,02,01,425429,0,081,4567,11851330,C000000018,00018,001,프로젝트비용,,U690734
01,110888999000,최지훈,088,신한은행,01,110666555444,노태양,081,하나은행,20250704,20250704103322001866,1,1,101396,0,02,01,425429,0,088,1234,10513535,C000000004,00004,002,프로젝트비용,,U960541
01,110888999000,최지훈,088,신한은행,01,110777666555,홍시우,004,국민은행,20251231,20251231113136604537,2,1,101397,0,04,01,4731591,0,088,1234,5781944,C000000004,00004,001,카드대금,,U694816
01,110777666555,홍시우,004,국민은행,01,110888999000,최지훈,088,신한은행,20251231,20251231113136604537,1,1,101398,0,04,01,4731591,0,004,3456,7573327,C000000015,00015,002,카드대금,,U427231
01,110888999000,최지훈,088,신한은행,01,110222333444,윤서준,081,하나은행,20250317,20250317111025198599,2,1,101399,0,01,01,19910,0,088,1234,5762034,C000000004,00004,001,대출상환,,U682647
01,110222333444,윤서준,081,하나은행,01,110888999000,최지훈,088,신한은행,20250317,20250317111025198599,1,1,101400,0,01,01,19910,0,081,6789,7626934,C000000008,00008,002,대출상환,,U637540
01,110666777888,한지우,011,농협은행,01,110111222333,정수민,004,국민은행,20250804,20250804142527574224,2,1,101401,0,04,01,71592,0,011,8901,919371,C000000009,00009,001,부동산거래,,U478096
01,110111222333,정수민,004,국민은행,01,110666777888,한지우,011,농협은행,20250804,20250804142527574224,1,1,101402,0,04,01,71592,0,004,4567,16209764,C000000005,00005,002,부동산거래,,U112611
01,110555666777,이민수,020,우리은행,01,110333222111,문지훈,004,국민은행,20250703,20250703135421896249,2,1,101403,0,01,01,21064,0,020,8901,3908663,C000000003,00003,001,공과금,,U704656
01,110333222111,문지훈,004,국민은행,01,110555666777,이민수,020,우리은행,20250703,20250703135421896249,1,1,101404,0,01,01,21064,0,004,3456,-248875,C000000020,00020,002,공과금,,U144348
01,110444555666,강민지,020,우리은행,01,110333444555,임도현,020,우리은행,20250311,20250311144845833763,2,1,101405,0,04,01,4552962,0,020,7890,1813199,C000000006,00006,001,교통비,,U759141
01,110333444555,임도현,020,우리은행,01,110444555666,강민지,020,우리은행,20250311,20250311144845833763,1,1,101406,0,04,01,4552962,0,020,6789,5387021,C000000011,00011,002,교통비,,U439130
01,110333444555,임도현,020,우리은행,01,110111000999,권나연,088,신한은행,20250517,20250517175038385299,2,1,101407,0,04,01,71127,0,020,5678,5315894,C000000011,00011,001,선물,,U961065
01,110111000999,권나연,088,신한은행,01,110333444555,임도현,020,우리은행,20250517,20250517175038385299,1,1,101408,0,04,01,71127,0,088,9012,2317149,C000000017,00017,002,선물,,U406647
01,110555444333,서준호,081,하나은행,01,110888777666,오채원,088,신한은행,20250204,20250204094338554993,2,1,101409,0,02,01,482671,0,081,4567,6517803,C000000013,00013,001,서비스비용,,U363837
01,110888777666,오채원,088,신한은행,01,110555444333,서준호,081,하나은행,20250204,20250204094338554993,1,1,101410,0,02,01,482671,0,088,1234,1502038,C000000012,00012,002,서비스비용,,U719825
01,110111222333,정수민,004,국민은행,01,110333222111,문지훈,004,국민은행,20250121,20250121093617096242,2,1,101411,0,02,01,41985,0,004,3456,16167779,C000000005,00005,001,생활비지원,,U856959
01,110333222111,문지훈,004,국민은행,01,110111222333,정수민,004,국민은행,20250121,20250121093617096242,1,1,101412,0,02,01,41985,0,004,3456,-206890,C000000020,00020,002,생활비지원,,U743556
01,110987654321,박영희,004,국민은행,02,ATM3365340195,ATM을지로점,004,국민은행,20251122,20251122171019714607,2,1,101413,0,03,02,425253,1,004,2345,11554560,C000000002,00002,001,교통비,5201706196025075,U551099
01,110222333444,윤서준,081,하나은행,02,ATM9027317211,ATM을지로점,081,하나은행,20251002,20251002122011213862,2,1,101414,0,03,02,2843634,1,081,6789,4783300,C000000008,00008,001,보험료,2516554976867896,U882215
01,110666555444,노태양,081,하나은행,01,110444555666,강민지,020,우리은행,20250321,20250321111559632595,2,1,101415,0,01,01,486881,0,081,6789,11364449,C000000018,00018,001,의료비,,U500353
01,110444555666,강민지,020,우리은행,01,110666555444,노태양,081,하나은행,20250321,20250321111559632595,1,1,101416,0,01,01,486881,0,020,5678,2300080,C000000006,00006,002,의료비,,U929678
01,110777888999,조은비,088,신한은행,01,110999888777,배수지,011,농협은행,20250104,20250104172122574929,2,1,101417,0,01,01,10027,0,088,1234,17687032,C000000007,00007,001,대출상환,,U601104
01,110999888777,배수지,011,농협은행,01,110777888999,조은비,088,신한은행,20250104,20250104172122574929,1,1,101418,0,01,01,10027,0,011,9012,19024219,C000000019,00019,002,대출상환,,U167639
01,110888999000,최지훈,088,신한은행,01,110111000999,권나연,088,신한은행,20250525,20250525174723347853,2,1,101419,0,04,01,204011,0,088,9012,5558023,C000000004,00004,001,회비,,U684382
01,110111000999,권나연,088,신한은행,01,110888999000,최지훈,088,신한은행,20250525,20250525174723347853,1,1,101420,0,04,01,204011,0,088,1234,2521160,C000000017,00017,002,회비,,U923256
01,110888999000,최지훈,088,신한은행,01,110777666555,홍시우,004,국민은행,20250131,20250131175356947840,2,1,101421,0,02,01,423339,0,088,2345,5134684,C000000004,00004,001,협력금,,U921399
01,110777666555,홍시우,004,국민은행,01,110888999000,최지훈,088,신한은행,20250131,20250131175356947840,1,1,101422,0,02,01,423339,0,004,1234,7996666,C000000015,00015,002,협력금,,U456980
01,110888999000,최지훈,088,신한은행,01,110111222333,정수민,004,국민은행,20250529,20250529172554052946,2,1,101423,0,02,01,431349,0,088,0123,4703335,C000000004,00004,001,교통비,,U428274
01,110111222333,정수민,004,국민은행,01,110888999000,최지훈,088,신한은행,20250529,20250529172554052946,1,1,101424,0,02,01,431349,0,004,1234,16599128,C000000005,00005,002,교통비,,U532870
01,110222333444,윤서준,081,하나은행,01,110222111000,안유진,011,농협은행,20250801,20250801122420532622,2,1,101425,0,02,01,222248,0,081,5678,4561052,C000000008,00008,001,교통비,,U275047
01,110222111000,안유진,011,농협은행,01,110222333444,윤서준,081,하나은행,20250801,20250801122420532622,1,1,101426,0,02,01,222248,0,011,7890,11426467,C000000014,00014,002,교통비,,U923623
01,110777888999,조은비,088,신한은행,01,110666555444,노태양,081,하나은행,20250819,20250819121556303208,2,1,101427,0,01,01,363360,0,088,0123,17323672,C000000007,00007,001,상환금,,U397173
01,110666555444,노태양,081,하나은행,01,110777888999,조은비,088,신한은행,20250819,20250819121556303208,1,1,101428,0,01,01,363360,0,081,3456,11727809,C000000018,00018,002,상환금,,U466370
01,110222111000,안유진,011,농협은행,01,110999000111,송하은,004,국민은행,20250714,20250714115838277115,2,1,101429,0,01,01,59338,0,011,0123,11367129,C000000014,00014,001,부동산거래,,U505050
01,110999000111,송하은,004,국민은행,01,110222111000,안유진,011,농협은행,20250714,20250714115838277115,1,1,101430,0,01,01,59338,0,004,4567,1480735,C000000010,00010,002,부동산거래,,U157772
01,110777666555,홍시우,004,국민은행,01,110234567890,김철수,004,국민은행,20250214,20250214115426262060,2,1,101431,0,01,01,3819842,0,004,2345,4176824,C000000015,00015,001,회비,,U682740
01,110234567890,김철수,004,국민은행,01,110777666555,홍시우,004,국민은행,20250214,20250214115426262060,1,1,101432,0,01,01,3819842,0,004,3456,2254945,C000000001,00001,002,회비,,U769310
01,110333444555,임도현,020,우리은행,01,110999000111,송하은,004,국민은행,20250907,20250907153100538827,2,1,101433,0,01,01,3933455,0,020,5678,1382439,C000000011,00011,001,통신비,,U253496
01,110999000111,송하은,004,국민은행,01,110333444555,임도현,020,우리은행,20250907,20250907153100538827,1,1,101434,0,01,01,3933455,0,004,1234,5414190,C000000010,00010,002,통신비,,U961058
01,110888777666,오채원,088,신한은행,01,110333444555,임도현,020,우리은행,20251007,20251007172219501629,2,1,101435,0,02,01,400588,0,088,2345,1101450,C000000012,00012,001,보험료,,U632370
01,110333444555,임도현,020,우리은행,01,110888777666,오채원,088,신한은행,20251007,20251007172219501629,1,1,101436,0,02,01,400588,0,020,7890,1783027,C000000011,00011,002,보험료,,U376379
01,110666777888,한지우,011,농협은행,01,110999000111,송하은,004,국민은행,20250730,20250730172249266569,2,1,101437,0,02,01,3521490,0,011,7890,-330966,C000000009,00009,001,협력금,,U637088
01,110999000111,송하은,004,국민은행,01,110666777888,한지우,011,농협은행,20250730,20250730172249266569,1,1,101438,0,02,01,3521490,0,004,4567,8935680,C000000010,00010,002,협력금,,U394949
01,110222111000,안유진,011,농협은행,01,110333222111,문지훈,004,국민은행,20250120,20250120131350178541,2,1,101439,0,01,01,418929,0,011,7890,10948200,C000000014,00014,001,대출상환,,U713917
01,110333222111,문지훈,004,국민은행,01,110222111000,안유진,011,농협은행,20250120,20250120131350178541,1,1,101440,0,01,01,418929,0,004,1234,212039,C000000020,00020,002,대출상환,,U680513
01,110555444333,서준호,081,하나은행,02,ATM8003856202,ATM명동점,081,하나은행,20250125,20250125163940957976,2,1,101441,0,03,02,55067,1,081,3456,6462736,C000000013,00013,001,임대료,2446708652621078,U138563
01,110999000111,송하은,004,국민은행,01,110888999000,최지훈,088,신한은행,20250702,20250702113027640574,2,1,101442,0,01,01,1796369,0,004,2345,7139311,C000000010,00010,001,교육비,,U733714
01,110888999000,최지훈,088,신한은행,01,110999000111,송하은,004,국민은행,20250702,20250702113027640574,1,1,101443,0,01,01,1796369,0,088,2345,6499704,C000000004,00004,002,교육비,,U803152
01,110987654321,박영희,004,국민은행,01,110222333444,윤서준,081,하나은행,20251001,20251001104059766165,2,1,101444,0,02,01,452482,0,004,1234,11102078,C000000002,00002,001,프로젝트비용,,U970022
01,110222333444,윤서준,081,하나은행,01,110987654321,박영희,004,국민은행,20251001,20251001104059766165,1,1,101445,0,02,01,452482,0,081,4567,5013534,C000000008,00008,002,프로젝트비용,,U182632
01,110777888999,조은비,088,신한은행,01,110888777666,오채원,088,신한은행,20250119,20250119130709909419,2,1,101446,0,04,01,2018946,0,088,1234,15304726,C000000007,00007,001,급여이체,,U308213
01,110888777666,오채원,088,신한은행,01,110777888999,조은비,088,신한은행,20250119,20250119130709909419,1,1,101447,0,04,01,2018946,0,088,1234,3120396,C000000012,00012,002,급여이체,,U669950
01,110888777666,오채원,088,신한은행,01,110444333222,장민석,020,우리은행,20250117,20250117094939451055,2,1,101448,0,01,01,60585,0,088,1234,3059811,C000000012,00012,001,카드대금,,U968974
01,110444333222,장민석,020,우리은행,01,110888777666,오채원,088,신한은행,20250117,20250117094939451055,1,1,101449,0,01,01,60585,0,020,7890,9311789,C000000016,00016,002,카드대금,,U485755
01,110666555444,노태양,081,하나은행,02,ATM2760576810,ATM종로점,081,하나은행,20250703,20250703165120915971,2,1,101450,0,03,02,685519,1,081,6789,11042290,C000000018,00018,001,부동산거래,5727293885829281,U791855
01,110234567890,김철수,004,국민은행,02,ATM2807736669,ATM을지로점,004,국민은행,20250823,20250823140930154242,2,1,101451,0,03,02,1744965,1,004,2345,509980,C000000001,00001,001,생활비,5855089905825409,U731248
01,110777888999,조은비,088,신한은행,01,110111222333,정수민,004,국민은행,20250727,20250727140351025698,2,1,101452,0,01,01,67830,0,088,0123,15236896,C000000007,00007,001,교통비,,U344654
01,110111222333,정수민,004,국민은행,01,110777888999,조은비,088,신한은행,20250727,20250727140351025698,1,1,101453,0,01,01,67830,0,004,1234,16666958,C000000005,00005,002,교통비,,U232872
01,110234567890,김철수,004,국민은행,01,110666777888,한지우,011,농협은행,20251224,20251224122932991339,2,1,101454,0,01,01,122048,0,004,2345,387932,C000000001,00001,001,생활비지원,,U120272
01,110666777888,한지우,011,농협은행,01,110234567890,김철수,004,국민은행,20251224,20251224122932991339,1,1,101455,0,01,01,122048,0,011,9012,-208918,C000000009,00009,002,생활비지원,,U613171
01,110333222111,문지훈,004,국민은행,01,110555444333,서준호,081,하나은행,20250709,20250709165817361083,2,1,101456,0,04,01,69401,0,004,2345,142638,C000000020,00020,001,공과금,,U944396
01,110555444333,서준호,081,하나은행,01,110333222111,문지훈,004,국민은행,20250709,20250709165817361083,1,1,101457,0,04,01,69401,0,081,6789,6532137,C000000013,00013,002,공과금,,U972876
01,110777888999,조은비,088,신한은행,01,110666777888,한지우,011,농협은행,20250605,20250605114212946130,2,1,101458,0,02,01,302113,0,088,1234,14934783,C000000007,00007,001,임대료,,U184731
01,110666777888,한지우,011,농협은행,01,110777888999,조은비,088,신한은행,20250605,20250605114212946130,1,1,101459,0,02,01,302113,0,011,7890,93195,C000000009,00009,002,임대료,,U437981
01,110222111000,안유진,011,농협은행,01,110111000999,권나연,088,신한은행,20250607,20250607104209970055,2,1,101460,0,04,01,4203999,0,011,7890,6744201,C000000014,00014,001,서비스비용,,U384514
01,110111000999,권나연,088,신한은행,01,110222111000,안유진,011,농협은행,20250607,20250607104209970055,1,1,101461,0,04,01,4203999,0,088,1234,6725159,C000000017,00017,002,서비스비용,,U607533
01,110888999000,최지훈,088,신한은행,02,ATM7050040434,ATM종로점,088,신한은행,20250805,20250805155258587271,2,1,101462,0,03,02,499302,1,088,0123,6000402,C000000004,00004,001,의료비,4606166416158980,U421262
01,110333222111,문지훈,004,국민은행,01,110777888999,조은비,088,신한은행,20251105,20251105105649495822,2,1,101463,0,04,01,4173721,0,004,3456,-2172970,C000000020,00020,001,통신비,,U915913
01,110777888999,조은비,088,신한은행,01,110333222111,문지훈,004,국민은행,20251105,20251105105649495822,1,1,101464,0,04,01,4173721,0,088,1234,19108504,C000000007,00007,002,통신비,,U601491
01,110888777666,오채원,088,신한은행,02,ATM8942573216,ATM종로점,088,신한은행,20250910,20250910153830978541,2,1,101465,0,03,02,2371116,1,088,9012,688695,C000000012,00012,001,교육비,5547114794098618,U314599
01,110999000111,송하은,004,국민은행,01,110555444333,서준호,081,하나은행,20250605,20250605113323577017,2,1,101466,0,01,01,681418,0,004,1234,6457893,C000000010,00010,001,송금,,U499864
01,110555444333,서준호,081,하나은행,01,110999000111,송하은,004,국민은행,20250605,20250605113323577017,1,1,101467,0,01,01,681418,0,081,3456,7213555,C000000013,00013,002,송금,,U675498
01,110222111000,안유진,011,농협은행,01,110444333222,장민석,020,우리은행,20250619,20250619132846042061,2,1,101468,0,02,01,3724426,0,011,0123,3019775,C000000014,00014,001,컨설팅비,,U530256
